# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Nov 17 10:16:43 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and st_teff < 4200
# CONSTRAINT:  and st_rad in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_dr3_id:    Gaia DR3 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,gaia_dr3_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-6478 b,TOI-6478,Gaia DR3 5673934548598976256,1,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCOTT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250406848S/abstract target=ref>Scott et al. 2025</a>,34.00501900000,0.00002500000,-0.00002500000,0,0.1136000000,0.0060000000,-0.0060000000,0,4.60000000,0.24000000,-0.24000000,0,0.41100000,0.02100000,-0.02100000,0,,,,,,,,,,,,,,,,,,204.40,4.90,-4.90,0,0,<a refstr=SCOTT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250406848S/abstract target=ref>Scott et al. 2025</a>,M4.0+/-0.5,3230.00,75.00,-75.00,0,0.234000,0.012000,-0.012000,0,0.230000,0.007000,-0.007000,0,-0.5300,0.1300,-0.1300,0,[Fe/H],5.016000,0.005000,-0.005000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h59m58.03s,149.9918059,-16d09m35.26s,-16.1597935,38.60570000,0.10100000,-0.10040000,15.9900000,0.2000000,-0.2000000,10.6570000,0.0210000,-0.0210000,14.3130000,0.0006900,-0.0006900,2025-04-29,2025-04,2025-04-29
TOI-4184 b,TOI-4184,Gaia DR3 4620574887039870720,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,4.90198040000,0.00000520000,-0.00000520000,0,0.0336000000,0.0015000000,-0.0015000000,0,2.43000000,0.21000000,-0.21000000,0,0.21679045,0.01873498,-0.01873498,0,,,,,,,,,,,,,,4.8000,0.4000,-0.4000,0,412.00,8.00,-8.00,0,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,M5.5+/-0.5,3238.00,48.00,-49.00,0,0.234700,0.015000,-0.015000,0,0.210900,0.029000,-0.026000,0,-0.2700,0.0900,-0.0900,0,[Fe/H],5.010000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.36490000,0.32430000,-0.32150000,17.1200000,0.2000000,-0.2000000,11.8670000,0.0250000,-0.0250000,15.5939000,0.0007910,-0.0007910,2023-07-25,2023-06,2023-07-25
TOI-2096 b,TOI-2096,Gaia DR3 1126422935076082176,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,3.11906330000,0.00001000000,-0.00000930000,0,0.0250000000,0.0010000000,-0.0010000000,0,1.24300000,0.07700000,-0.07200000,0,0.11089322,0.00686949,-0.00642342,0,,,,,,,,,,0.150000,0.270000,-0.120000,0,9.4000,0.2000,-0.2000,0,445.00,13.00,-13.00,0,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,M4,3300.00,50.00,-50.00,0,0.235000,0.011000,-0.011000,0,0.231000,0.012000,-0.012000,0,-0.0300,0.2000,-0.2000,0,[Fe/H],5.050000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.48090000,0.09820000,-0.09780000,15.9200000,0.2000000,-0.2000000,11.0210000,0.0170000,-0.0170000,14.7736000,0.0003970,-0.0003970,2023-03-28,2023-03,2023-03-28
TOI-2096 c,TOI-2096,Gaia DR3 1126422935076082176,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,6.38784000000,0.00001200000,-0.00001200000,0,0.0400000000,0.0020000000,-0.0020000000,0,1.91400000,0.09500000,-0.09500000,0,0.17075594,0.00847535,-0.00847535,0,,,,,,,,,,0.100000,0.170000,-0.060000,0,3.7000,0.1000,-0.2000,0,349.00,10.00,-9.00,0,0,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,M4,3300.00,50.00,-50.00,0,0.235000,0.011000,-0.011000,0,0.231000,0.012000,-0.012000,0,-0.0300,0.2000,-0.2000,0,[Fe/H],5.050000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.48090000,0.09820000,-0.09780000,15.9200000,0.2000000,-0.2000000,11.0210000,0.0170000,-0.0170000,14.7736000,0.0003970,-0.0003970,2023-03-28,2023-03,2023-03-28
TOI-2266 b,TOI-2266,Gaia DR3 1319243773843954304,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,2.32631800000,0.00000480000,-0.00000480000,0,0.0200000000,0.0020000000,-0.0020000000,0,1.54000000,0.09000000,-0.09000000,0,0.13738983,0.00802928,-0.00802928,0,,,,,,,,,,,,,,13.0000,3.0000,-3.0000,0,550.00,47.00,-47.00,0,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,M5.0+0.5-0.5,3200.00,170.00,-170.00,0,0.240000,0.010000,-0.010000,0,0.230000,0.020000,-0.020000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m07.21s,245.2800398,+31d34m37.35s,31.5770413,51.60040000,0.12970000,-0.12910000,16.5400000,0.2000000,-0.2000000,11.0170000,0.0210000,-0.0210000,14.8319000,0.0005310,-0.0005310,2024-02-05,2024-01,2024-02-05
TOI-715 b,TOI-715,Gaia DR3 5262666416118954368,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230506206D/abstract target=ref>Dransfield et al. 2023</a>,19.28800400000,0.00002700000,-0.00002400000,0,0.0830000000,0.0027000000,-0.0027000000,0,1.55000000,0.06400000,-0.06400000,0,0.13828198,0.00570971,-0.00570971,0,,,,,,,,,,,,,,0.6700,0.1500,-0.2000,0,234.00,12.00,-12.00,0,0,<a refstr=DRANSFIELD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230506206D/abstract target=ref>Dransfield et al. 2023</a>,M4,3075.00,75.00,-75.00,0,0.240000,0.012000,-0.012000,0,0.225000,0.012000,-0.012000,0,-0.2500,0.2500,-0.2500,0,[Fe/H],5.000000,0.200000,-0.200000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h35m24.56s,113.8523276,-73d34m38.67s,-73.5774089,42.40480000,0.08570000,-0.08540000,16.6830000,1.1330000,-1.1330000,10.9170000,0.0190000,-0.0190000,14.8940000,0.0006650,-0.0006650,2023-05-26,2023-05,2023-05-26
TOI-6008 b,TOI-6008,Gaia DR3 2168280502430898944,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,0.85743470000,0.00004240000,-0.00004240000,0,0.0107770000,0.0001620000,-0.0001620000,0,1.03000000,0.05000000,-0.05000000,0,0.09189060,0.00446071,-0.00446071,0,4.00000000,,,1,0.01258541,,,1,Mass,,,,,41.5000,4.5000,-4.5000,0,707.00,19.00,-19.00,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M5.0,3075.00,75.00,-75.00,0,0.242000,0.013000,-0.013000,0,0.230000,0.011000,-0.011000,0,0.3000,,,1,[Fe/H],5.010000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m47.70s,310.4487344,+49d38m48.84s,49.6468992,23.10080000,0.02930000,-0.02910000,15.9700000,0.2000000,-0.2000000,9.5410000,0.0180000,-0.0180000,13.7122000,0.0005500,-0.0005500,2024-05-28,2024-05,2024-05-28
TOI-6002 b,TOI-6002,Gaia DR3 2034047656176989952,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,10.90482100000,0.00002100000,-0.00001800000,0,0.0572200000,0.0004400000,-0.0004400000,0,1.65000000,0.22000000,-0.19000000,0,0.14720339,0.01962712,-0.01695069,0,,,,,,,,,,0.150000,0.420000,-0.110000,0,1.6823,0.1689,-0.3673,0,321.40,6.60,-5.20,0,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,M3.5+/-0.5,3229.00,77.00,-57.00,0,0.243200,0.006300,-0.006500,0,0.210100,0.004900,-0.004800,0,-0.1800,0.1200,-0.1200,0,[Fe/H],4.989000,0.025000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m27.42s,299.6142524,+32d17m13.81s,32.2871702,32.02660000,0.04480000,-0.04470000,14.6000000,0.2000000,-0.2000000,10.1750000,0.0190000,-0.0190000,13.9558000,0.0004190,-0.0004190,2024-11-04,2024-10,2024-11-04
TOI-2120 b,TOI-2120,Gaia DR3 513299860904522752,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,5.79981640000,0.00000350000,-0.00000350000,0,0.0377000000,0.0013000000,-0.0013000000,0,2.12200000,0.06500000,-0.06500000,0,0.18931249,0.00579892,-0.00579892,0,6.80000000,,,1,0.02139519,,,1,Mass,0.320000,0.080000,-0.080000,0,3.6100,0.2400,-0.2200,0,384.00,6.00,-6.00,0,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,,3131.00,30.00,-30.00,0,0.245000,0.006000,-0.006000,0,0.211000,0.005000,-0.005000,0,0.3900,0.2200,-0.2200,0,[Fe/H],4.985000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m01.76s,23.5073150,+65d30m50.36s,65.5139877,32.17550000,0.05290000,-0.05280000,15.6480000,0.1050000,-0.1050000,10.2050000,0.0230000,-0.0230000,14.1872000,0.0004770,-0.0004770,2024-06-10,2024-06,2024-06-10
LHS 1478 b,LHS 1478,Gaia DR3 549007291282705024,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,1.94953780000,0.00000400000,-0.00000410000,0,0.0184800000,0.0006100000,-0.0006300000,0,1.24200000,0.05100000,-0.04900000,0,0.11080401,0.00454992,-0.00437149,0,2.33000000,0.20000000,-0.20000000,0,0.00733100,0.00062927,-0.00062927,0,Mass,,,,,,,,,595.00,10.00,-10.00,0,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,m3 V,3381.00,54.00,-54.00,0,0.246000,0.008000,-0.008000,0,0.236000,0.012000,-0.012000,0,-0.1300,0.1900,-0.1900,0,[Fe/H],4.870000,0.060000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.22760000,0.01100000,-0.01100000,13.3040000,0.0400000,-0.0400000,8.7670000,0.0220000,-0.0220000,12.2598000,0.0002770,-0.0002770,2021-04-23,2021-05,2021-04-23
TOI-6086 b,TOI-6086,Gaia DR3 4597447518944594176,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,1.38887250000,0.00008270000,-0.00008270000,0,0.0154100000,0.0002400000,-0.0002400000,0,1.18000000,0.07000000,-0.07000000,0,0.10527273,0.00624499,-0.00624499,0,,,,,,,,,,,,,,26.8000,2.7000,-2.7000,0,634.00,16.00,-16.00,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M3.0,3200.00,75.00,-75.00,0,0.259000,0.013000,-0.013000,0,0.254000,0.013000,-0.013000,0,0.1100,0.2000,-0.2000,0,[Fe/H],5.010000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h41m28.90s,265.3704236,+30d18m13.59s,30.3037755,31.45660000,0.04060000,-0.04040000,14.9810000,0.0630000,-0.0630000,9.9890000,0.0190000,-0.0190000,13.6971000,0.0006630,-0.0006630,2024-05-28,2024-05,2024-05-28
Gliese 12 b,Gliese 12,Gaia DR3 2768048564768256512,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,12.76140800000,0.00005000000,-0.00005000000,0,0.0668000000,0.0024000000,-0.0024000000,0,0.95800000,0.04600000,-0.04800000,0,0.08546718,0.00410385,-0.00428228,0,3.87000000,,,1,0.01217638,,,1,Mass,0.500000,,,1,1.6200,0.1300,-0.1100,0,314.60,6.00,-5.40,0,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,M3.0 V,3296.00,48.00,-36.00,0,0.261700,0.005800,-0.007000,0,0.241400,0.006000,-0.006000,0,-0.3200,0.0600,-0.0600,0,[Fe/H],5.210000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.21000000,0.01305000,-0.01305000,12.6000000,0.0420000,-0.0420000,7.8070000,0.0200000,-0.0200000,11.3963000,0.0017560,-0.0017560,2024-05-21,2024-06,2024-05-21
LTT 1445 A c,LTT 1445 A,Gaia DR3 5153091836072107136,1,3,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,3.12390350000,0.00000340000,-0.00000360000,0,0.0266100000,0.0004700000,-0.0004900000,0,1.14700000,0.05500000,-0.05400000,0,0.10232866,0.00490678,-0.00481757,0,1.54000000,0.20000000,-0.19000000,0,0.00484538,0.00062927,-0.00059781,0,Mass,0.223000,,,1,10.9000,2.4000,-2.0000,0,508.00,25.00,-25.00,0,0,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340.00,150.00,-150.00,0,0.265000,0.011000,-0.010000,0,0.257000,0.014000,-0.014000,0,-0.3400,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929000,0.00380500,-0.00380500,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2022-01-24,2021-07,2022-01-24
TOI-2445 b,TOI-2445,Gaia DR3 2498140931418172416,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.37112810000,0.00000050000,-0.00000050000,0,0.0064000000,0.0001000000,-0.0001000000,0,1.25000000,0.08000000,-0.08000000,0,0.11151772,0.00713713,-0.00713713,0,,,,,,,,,,,,,,,,,,1060.00,54.00,-54.00,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3333.00,157.00,-157.00,0,0.270000,0.010000,-0.010000,0,0.250000,0.010000,-0.010000,0,,,,,,4.970000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.58200000,0.24870000,-0.24620000,15.6920000,0.0320000,-0.0320000,10.7790000,0.0190000,-0.0190000,14.3977000,0.0006440,-0.0006440,2022-02-15,2022-02,2022-02-15
TOI-1452 b,TOI-1452,Gaia DR3 2264839957167921024,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,11.06201000000,0.00002000000,-0.00002000000,0,0.0610000000,0.0030000000,-0.0030000000,0,1.67200000,0.07100000,-0.07100000,0,0.14916611,0.00633421,-0.00633421,0,4.82000000,1.30000000,-1.30000000,0,0.01516542,0.00409026,-0.00409026,0,Mass,0.000000,,,0,1.8000,0.2000,-0.2000,0,326.00,7.00,-7.00,0,0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,M4 +/- 0.5 V,3185.00,50.00,-50.00,0,0.275000,0.009000,-0.009000,0,0.249000,0.008000,-0.008000,0,-0.0700,0.0200,-0.0200,0,[M/H],4.950000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m41.75s,290.1739741,+73d11m42.39s,73.1951082,30.52120000,0.03920000,-0.03900000,14.3540000,0.1210000,-0.1210000,9.7400000,0.0460000,-0.0460000,13.6233000,0.0004690,-0.0004690,2022-08-30,2022-09,2022-08-30
