This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Sun Aug 03 09:14:16 2025
Filter Values: disposition notContains F AND notContains EB; stellar_distance lessThan 300; stellar_teff lessThan 4200; stellar_radius lessThan 0.65; tfopwg_disposition notContains F AND notContains A

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Predicted RV Semi-amplitude (m/s)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"456367532","5785.01","","3","3","3","3","4","4","","","27.05","","2","16","2","PC","PC","5785.01","10.421","1","qlp-s55-ffi","QLP","305.568071","16.614306","-19.5","-9.5","2459819.460241","3.0783215","2.701","2.891906","2660","","","","47","198.793","","","","","","54,55","no stellar parameters; somewhat high proper motion star; likely F dwarf host","2022-09-22","2022-11-09","2023-01-04"
"354727907","5836.01","","3","4","3","2","4","4","13.9","125.1","92.72","53.6","2","1","3","PC","PC","5836.01","14.5478","1","qlp-s54-faintsearch","FAINT","289.449596","19.148045","13.107","24.321","2459786.404289","8.4498763","1.773","80.41661","71390","11.6649","2.51961","350","15","145.911","3330","4.82","0.41","","0.400431","54","found in faint-star QLP search","2022-11-02","2024-08-22","2025-07-31"
"114947483","5859.01","","3","3","3","4","4","4","16.3","70.3","33.18","19.7","2","1","2","PC","PC","5859.01","13.1338","1","qlp-s54-faintsearch","FAINT","285.361705","29.021536","-21.405","31.972","2459794.556309","3.3787501","1.837","10.341878","9480","6.36345","39.4252","698","19","165.237","3769","4.63","0.63","","0.610297","14,40,53,54","found in faint-star QLP search","2022-11-02","2024-08-22","2025-07-31"
"353146308","5873.01","","3","3","3","3","4","4","237.7","325.3","101.55","138.4","3","0","3","PC","PC","5873.01","14.0135","1","qlp-s55-faintsearch","FAINT","324.986222","1.293368","77.926","-27.626","2459823.922122","0.4131063","0.368","24.086255","21940","12.2118","111.259","904","25","175.022","3621","4.74","0.5","","0.499385","55","found in faint-star QLP search","2022-11-08","2024-08-22","2025-07-31"
"258037656","5879.01","","3","4","3","1","4","4","22.9","107.3","67.35","44.1","4","1","0","PC","PC","5879.01","14.3602","1","qlp-s56-tois","FAINT","328.351781","21.414161","15.357","-55.36","2459848.100684","4.0331416","1.348","41.825335","37790","9.63078","7.64407","463","24","167.333","3355","4.76","0.48","","0.477221","55,56","found in faint-star QLP search","2022-11-08","2024-08-22","2025-07-31"
"14956304","5896.01","","3","3","3","1","4","4","26.7","68.2","37.83","35.2","1","0","0","PC","PC","5896.01","14.6656","1","qlp-s55-faintsearch","FAINT","306.50933","36.215279","-6.691","23.803","2459823.401763","0.9965843","2.633","15.616079","14280","6.86149","815.756","1488","14","284.245","3662","4.67","0.58","","0.570613","41,55","found in faint-star QLP search","2022-11-08","2024-08-22","2025-07-31"
"305506996","5916.01","","3","4","3","3","4","4","44.1","125.8","82.33","64.4","3","1","1","PC","PC","5916.01","14.5249","1","qlp-s55-faintsearch","FAINT","325.299511","9.599053","-8.933","-25.592","2459817.689666","2.3682389","1.866","54.206258","48700","10.9197","48.4913","735","16","199.724","3504","4.75","0.49","","0.483724","55","found in faint-star QLP search","2022-11-08","2024-08-22","2025-07-31"
"258738667","5950.01","","3","3","3","3","4","4","","","30.64","","2","14","2","PC","PC","5950.01","10.447","1","qlp-s82-ffi","QLP","332.469256","19.938063","-25.8","3.4","2460549.777192","6.4389303","2.879","3.348139","3079","","","","24","187.377","","","","","","56,82","no stellar parameters; Gaia DR3 plx = 3.45; colors consistent with G star","2022-11-16","2024-11-05","2024-11-08"
"434116397","5955.01","TIC 434116397.01","2","2","2","3","4","4","15.4","99.6","3.47","3.8","2","2","1","PC","PC","5955.01","10.3224","1","spoc-s56-b02","SPOC","355.467833","14.106803","189.482","-70.074","2459825.845336","0.59023867271431","1.04505204682","0.563344","518.72409988965","1.6802901200439","517.00651662363","1216.1685092809","9.309872","42.8747","3844","4.6589","0.59092402458191","","0.58062","56","low SNR; two stars in pixel; possibly asymmetric transits","2022-11-16","2022-11-15","2025-07-31"
"354173595","5974.01","TIC 354173595.01","2","2","2","4","4","4","5.4","12","1.94","2","4","2","10","PC","PC","5974.01","10.8221","1","spoc-s01-s72-b0A-PC","SPOC","349.765951","7.915601","133.24","-126.397","2459447.904188","1.7266942878876","0.90514326361767","1.127342","1037.7815798705","1.2127013756909","45.594039450107","662.74546894546","12.383432","25.6553","3487","4.85306","0.37168401479721","","0.359205","42,56,70","L1 candidate","2022-11-16","2024-11-18","2025-07-31"
"120045750","5981.01","","1","4","1","4","4","4","2.4","40.7","6.34","3.2","2","3","2","PC","PC","5981.01","11.8086","1","spoc-s14-s55-b0H","SPOC","283.967767","39.062238","-67.692","123.423","2459423.517172","7.0142458146633","2.6555327786967","2.02931","1867.3179922433","2.3954786920989","14.722554382113","499.5920759151","12.583472","70.6891","3721","4.703","0.53952497243881","","0.535736","41,53,54","centroid offset only in s54; s53 and s41 on target","2022-12-01","2022-12-01","2025-07-31"
"356871098","5983.01","","1","1","1","3","4","4","4.1","6.1","2.47","2.9","1","1","1","PC","PC","5983.01","12.7949","1","spoc-s14-s55-b02","SPOC","276.053314","66.935559","65.598","-34.234","2458683.819904","1.02718788625","0.98899924611306","0.937494","863.09120235811","1.3755239524783","90.668143097407","787.0157612922","11.641634","66.0022","3406","4.82682","0.39982199668884","","0.391279","14,15,16,17,18,19,21,22,24,25,26,40,47,48,49,51,52,53,54,55","possible odd-even","2022-12-01","2022-12-01","2025-07-31"
"284900292","5987.01","","2","2","2","4","4","4","0.1","13.3","6.76","1.6","0","7","4","PC","PC","5987.01","12.3932","1","spoc-s14-s55-b02","SPOC","260.979452","57.469309","32.296","11.156","2458769.981797","48.713084294678","4.8155571156535","1.749165","1609.7433088884","2.4883066932075","1.7149723558654","291.86635239691","8.968461","122.896","3943","4.6329","0.62179797887802","","0.60552","17,19,20,22,23,24,25,26,40,41,47,48,49,50","low SNR; possible odd-even","2022-12-01","2022-12-01","2025-07-31"
"259233660","6000.01","","2","2","2","4","4","4","3.5","7","1.03","1.7","2","0","3","PC","PC","6000.01","13.1638","1","spoc-s14-s55-b02","SPOC","292.606298","68.154592","-8.2","11.322","2458683.576042","0.44895891195303","0.76374772523821","0.732932","674.82770164855","1.015263023928","258.74819811124","1022.9139070111","8.3127985","75.7664","3419","4.84756","0.37750899791718","","0.365888","14,15,16,17,18,19,20,21,22,23,24,25,26,40,47,48,49,51,52,53,54,55","low MES","2022-12-01","2022-12-01","2025-07-31"
"279922257","6007.01","","2","2","2","4","4","4","0","15.1","8.59","1","0","3","4","PC","PC","6007.01","11.8288","1","spoc-s14-s55-b02","SPOC","39.176567","78.652241","77.011","18.593","2458799.852581","949.79059516554","4.2222063472355","3.293858","3029.1585847192","2.863281474188","0.030453011306702","106.54358612339","8.103081","48.3609","3500","4.80448","0.42437100410461","","0.418697","18,19,25,26,52,53","flaring host; period likely shorter than maximum period of ~949.79","2022-12-01","2022-12-01","2025-07-31"
"455947620","6022.01","","3","4","3","3","4","4","281.2","369.6","317","321.8","9","1","1","PC","PC","6022.01","13.7057","1","spoc-s14-s60-b0A-PC","SPOC","340.001249","60.8235","56.651","75.605","2459854.589182","1.9281092304842","1.4174499500275","124.056505","107974.23595427","17.794770737255","30.034320672602","597.06855984129","116.11209","86.9388","3264","4.8548","0.36984699964523","","0.357093","17,57","v-shaped","2022-12-15","2023-05-19","2025-07-31"
"455947620","6022.02","","2","2","2","3","4","4","6.7","55.7","6.74","7.4","9","1","1","PC","PC","6022.02","13.7057","2","spoc-s14-s60-b0A-PC","SPOC","340.001249","60.8235","56.651","75.605","2458765.940349","1.5454492433362","2.78215275002","4.657765","4280.7714918259","2.4829303150491","40.338554357311","642.76146519905","8.388674","86.9388","3264","4.8548","0.36984699964523","","0.357093","17,57","potential multi; interior to .01; low SNR","2023-05-18","2023-05-18","2025-07-31"
"336255880","6091.01","","2","2","2","4","4","4","3","36.6","6.55","3.4","1","3","2","PC","PC","6091.01","11.9323","1","spoc-s14-s55-b02","SPOC","281.46145","37.235891","-6.217","-37.827","2459392.109891","5.1855506626854","1.9734132950437","1.626339","1496.7919263911","2.4406793355572","31.849538645059","605.89244330734","8.203974","94.6679","3921","4.648","0.60380399227142","","0.591182","40,53,54","multiple stars in pixel; Kepler target; low SNR","2023-03-02","2023-03-02","2025-07-31"
"7439480","6110.01","","3","4","3","3","4","4","83.4","201.2","56.71","50.7","4","0","2","PC","PC","6110.01","13.0739","1","qlp-s38-7439480","CTOI","212.929098","-29.97494","-78.6","24.87","2459360.305123","1.2541235","1.105","25.274704","23010","8.66923","78.6048","829","46","122.281","3642","4.7","0.54","","0.537459","11,38","true source of the signal previously released on TIC 7439480 as TOI 4339.01","2023-03-23","2023-03-23","2025-07-31"
"44295981","6137.01","","3","3","3","3","4","4","796.5","653.9","317","472.1","18","1","1","PC","PC","6137.01","14.5158","1","qlp-s56-faintsearch","FAINT","343.651105","24.096972","29.894","-15.568","2459852.35875","0.520403","0.995","167.573284","143020","21.8226","155.949","984","103","128.661","3112","4.83","0.4","","0.390401","56","found in faint-star QLP search","2023-03-30","2024-08-22","2025-07-31"
"404456775","6158.01","","3","3","3","3","4","4","25","99.3","59.65","44.2","3","1","1","PC","PC","6158.01","14.5372","1","qlp-s56-faintsearch","FAINT","333.894406","16.285392","62.883","-35.263","2459851.207721","3.0444485","0.916","33.11096","30036","9.04276","7.01479","453","12","180.96","3413","4.77","0.47","","0.462804","56","found in faint-star QLP search","2023-03-30","2024-08-22","2025-07-31"
"287863314","6165.01","","3","3","3","3","4","4","19.3","71","68.3","37.3","2","0","1","PC","PC","6165.01","14.2349","1","qlp-s56-faintsearch","FAINT","327.406693","35.41531","22.179","12.395","2459852.213309","4.3172876","2.178","26.064019","23720","9.68709","29.3516","648","14","262.682","3744","4.63","0.63","","0.612415","56","found in faint-star QLP search","2023-03-30","2024-08-22","2025-07-31"
"352147273","6225.01","","3","3","3","4","4","4","5.2","75.3","23.3","12.6","0","0","3","PC","PC","6225.01","13.104","1","qlp-s57-faintsearch","FAINT","0.485039","35.997774","39.607","-59.835","2459867.415663","8.555965","1.865","13.517614","12373","5.09342","4.00885","394","11","83.7373","3376","4.79","0.44","","0.44118","17,57","found in faint-star QLP search","2023-04-03","2024-08-22","2025-07-31"
"446157122","6245.01","","2","4","2","3","4","4","1.3","14.4","0.68","0.8","14","2","1","PC","PC","6245.01","12.133","1","spoc-s14-s60-b0H","SPOC","88.699253","80.094614","-150.687","-6.745","2458818.754695","3.2149937416264","0.70226644141161","1.563314","1438.8297399756","0.90442717494114","7.3383538322992","419.77774634407","8.336911","22.1852","3106","5.00517","0.23645700514317","","0.206352","19,20,26,40,52,53,59,60","possible odd-even; low MES; M-dwarf host; possibly Eaarth-sized","2023-04-03","2023-04-03","2025-07-31"
"435878153","6258.01","","2","4","2","4","4","4","7.4","10","1.95","2.9","19","0","4","PC","PC","6258.01","12.0398","1","spoc-s14-s60-b02","SPOC","13.085379","20.938876","85.693","-53.08","2458764.784402","0.55708689190636","0.99169752736616","1.081081","995.21721142361","1.2151478232136","189.59734273895","946.40671080547","7.712143","44.0959","3392","4.84507","0.38015601038933","","0.368918","17,57","low SNR; asymmetric transit shape; flaring possibly young host","2023-04-06","2023-04-06","2025-07-31"
"286763141","6284.01","","2","4","2","3","4","4","1.7","13.4","0.49","0.3","1","0","2","PC","PC","6284.01","9.72334","1","qlp-s63-ffi","QLP","150.350107","-38.841039","161.909","-207.177","2460035.841876","3.4475935","1.731","0.347491","320","0.830466","31.3617","659","9","21.0197","3548","4.77","0.47","","0.465272","9,35,36,62,63","low SNR; possible unrelated transit near TBJD 1568","2023-05-03","2023-05-03","2025-07-31"
"186810676","6303.01","","3","4","3","3","4","4","24.8","130.7","101.68","42.7","3","0","1","PC","PC","6303.01","12.9386","1","qlp-s58-faintsearch","FAINT","46.78065","40.147174","32.941","-35.376","2459901.013491","9.4852479","2.713","35.779427","32417","12.3024","9.45481","488","36","152.219","3848","4.63","0.63","","0.60998","18,58","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"85281192","6317.01","","3","4","3","4","4","4","12.8","69.8","39.88","25.3","1","0","2","PC","PC","6317.01","14.1332","1","qlp-s58-faintsearch","FAINT","26.193227","34.244089","0.299","-11.814","2459903.350981","4.244335","1.969","20.147035","18385","7.13409","19.463","585","13","170.038","3518","4.74","0.5","","0.493325","58","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"372207328","6324.01","TIC 372207328.01","2","4","2","2","4","4","18.9","33.6","1.13","2.6","2","0","3","PC","PC","6324.01","10.97","1","qlp-s58-faintsearch","FAINT","330.844543","67.498677","531.463","-296.205","2459909.915493","0.2792211","0.409","0.846118","779","1.05678","284.211","1143","23","20.5488","3358","4.93","0.3","","0.272208","16,17,18,24,58","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"308120029","6330.01","","3","4","3","3","4","4","19.4","122.7","76.54","42.6","1","0","1","PC","PC","6330.01","13.7853","1","qlp-s58-faintsearch","FAINT","22.167982","53.686078","-35.668","-45.075","2459901.36046","6.8498533","1.525","36.583156","33133","10.4676","3.94674","392","22","139.042","3522","4.76","0.48","","0.473309","58","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"259502942","6367.01","","3","5","3","1","4","4","20.4","69.2","41.72","31.5","0","0","0","PC","PC","6367.01","14.4594","1","qlp-s59-faintsearch","FAINT","75.559559","48.741856","-12.964","14.626","2459933.713713","2.1653281","2.732","20.547506","18747","7.31275","146.971","970","13","216.77","3510","4.71","0.54","","0.532327","59","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"16550540","6384.01","","3","4","3","3","4","4","24.8","72.5","58.02","39.4","3","0","1","PC","PC","6384.01","14.394","1","qlp-s60-faintsearch","FAINT","102.684596","40.872865","4.315","-25.638","2459959.556369","2.4810218","1.541","27.124383","24673","8.87122","43.5124","715","15","259.341","3691","4.65","0.6","","0.584702","60","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"459982699","6387.01","","3","4","3","2","4","4","88","168","107.44","108","2","1","1","PC","PC","6387.01","14.9787","1","qlp-s60-faintsearch","FAINT","256.321784","64.930099","7.161","13.056","2459961.822257","1.1669652","0.562","31.025364","28171","12.7459","21.7929","601","49","240.373","3452","4.76","0.48","","0.474555","40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"122798633","6446.01","","3","4","3","1","4","4","30.9","102.1","92.52","52.6","4","0","0","PC","PC","6446.01","14.1224","1","qlp-s61-faintsearch","FAINT","117.693204","-2.077809","6.997","14.145","2459983.882874","4.2240015","1.605","39.237666","35494","11.5236","15.196","550","16","230.066","3724","4.66","0.59","","0.58275","61","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"168936945","6449.01","","3","4","3","1","4","4","47.4","141","101.64","82.2","3","1","0","PC","PC","6449.01","14.9728","1","qlp-s61-faintsearch","FAINT","125.930455","-5.189496","-3.914","-20.28","2459984.192328","2.4404127","1.354","75.873241","67496","12.1385","19.4163","584","15","215.005","3356","4.78","0.45","","0.451014","61","found in faint-star QLP search","2023-05-03","2024-08-22","2025-07-31"
"184801054","6465.01","","3","3","3","1","4","4","196.4","263.8","127.02","139","1","1","0","PC","PC","6465.01","14.2084","1","qlp-s62-faintsearch","FAINT","127.981981","-37.462652","-1.458","-8.283","2460013.850462","0.6593681","0.395","22.214036","20252","13.8937","41.406","706","19","200.8","3421","4.69","0.55","","0.547878","35,61,62","found in faint-star QLP search","2023-06-15","2024-08-22","2025-07-31"
"332657786","6478.01","TIC 332657786.01","1","1","3","3","4","4","0","36.6","19.46","3.2","4","1","2","PC","PC","6478.01","13.0041","1","qlp-s62-faintsearch","FAINT","149.991806","-16.159794","52.411","-172.313","2458536.766582","1462.2115148","3.105","37.788742","34206","4.5351","0.000341885","37","32","38.6057","3275","5.01","0.23","","0.204775","8,35,62","found in faint-star QLP search; period likely shorter","2023-06-15","2024-08-22","2025-07-31"
"47143972","6492.01","","3","3","3","3","4","4","0","21.5","105.75","11.3","2","1","2","PC","PC","6492.01","14.2991","1","qlp-s62-faintsearch","FAINT","145.012087","-10.977168","-48.08","10.809","2459262.1237","731.8319734","2.747","51.599195","46413","12.4424","0.00158664","55","15","214.326","3556","4.7","0.54","","0.540045","35,62","found in faint-star QLP search; period likely shorter","2023-06-15","2024-08-22","2025-07-31"
"45881495","6499.01","","3","3","3","1","4","4","8.6","55.8","73.88","33.4","1","0","0","PC","PC","6499.01","14.6334","1","qlp-s63-faintsearch","FAINT","149.637654","-37.707584","-6.592","-13.121","2460024.214602","9.0441543","1.196","27.495142","25006","10.2153","1.72908","319","10","260.803","3642","4.68","0.57","","0.559986","35,36,62,63","found in faint-star QLP search","2023-06-15","2024-08-22","2025-07-31"
"376800517","6505.01","","3","3","3","1","4","4","7.4","69.9","98.32","36.4","1","0","0","PC","PC","6505.01","14.1994","1","qlp-s63-faintsearch","FAINT","153.470526","-63.490143","3.266","-12.664","2460020.4559","15.8951857","3.711","45.250845","40821","11.9336","6.40691","443","14","231.356","3792","4.67","0.57","","0.56621","37,63","found in faint-star QLP search","2023-06-15","2024-08-22","2025-07-31"
"356921678","6524.01","","3","3","3","1","4","4","207.9","141","317","322.5","3","0","0","PC","PC","6524.01","14.478","1","qlp-s63-faintsearch","FAINT","135.557036","-62.647058","-11.101","-7.981","2460039.991677","0.8515408","0.648","56.855063","51018","16.072","37.4851","689","53","200.435","3254","4.7","0.54","","0.536065","35,36,37,62,63","found in faint-star QLP search","2023-06-15","2024-08-22","2025-07-31"
"22560356","6569.01","","3","3","3","1","4","4","48.4","120.9","317","171","1","0","0","PC","PC","6569.01","14.9074","1","qlp-s64-faintsearch","FAINT","184.800928","-46.780305","-35.94","-11.74","2460059.263217","5.9337178","1.089","39.975244","36149","19.9345","3.66917","385","9","233.338","3322","4.71","0.53","","0.530118","37,64","found in faint-star QLP search","2023-07-20","2024-08-22","2025-07-31"
"144077896","6578.01","","2","4","2","1","4","4","4.2","43","5.15","3.5","3","1","0","PC","PC","6578.01","12.0438","1","qlp-s64-faintsearch","FAINT","188.132336","-37.073844","-57.678","-13.15","2460061.045162","2.7543175","1.471","1.486304","1368","2.11364","36.9545","686","10","75.4617","3573","4.7","0.54","","0.537434","10,37,64","found in faint-star QLP search","2023-07-20","2024-08-22","2025-07-31"
"166145361","6599.01","","2","2","2","1","4","4","3.5","22","1.11","1.8","6","0","0","PC","PC","6599.01","11.9686","1","spoc-s64-b02","SPOC","205.923928","-40.041874","189.653","-97.776","2460041.770755","2.2059167176606","0.93951686341571","2.820863","2594.7383621409","1.0369208323393","9.6425737335884","449.4361397546","8.125701","16.9227","3087","5.07767","0.20209699869156","","0.171073","64","variable star; L1 candidate; low SNR","2023-08-15","2023-08-15","2025-07-31"
"167573692","6601.01","","3","3","3","3","4","4","1.1","90.6","100.13","38.9","2","0","2","PC","PC","6601.01","14.6483","1","qlp-s65-faintsearch","FAINT","101.568127","-62.347402","-96.61","92.6","2460131.942667","32.5444769","1.661","116.593967","101822","11.9952","0.130568","167","25","168.1966","3230","4.84","0.38","","0.374143","31,35,36,37,39,61,62,63,64,65","found in faint-star QLP search","2023-08-15","2024-08-22","2025-07-31"
"349503728","6616.01","","3","4","3","1","4","4","72","124.6","106.12","95","3","0","0","PC","PC","6616.01","14.9482","1","qlp-s65-faintsearch","FAINT","220.664082","-79.454095","9.298","-0.663","2460123.871658","1.1235117","1.039","54.538433","48991","12.5587","66.6916","796","22","","3505","4.67","0.58","","0.57173","39,65","found in faint-star QLP search","2023-08-15","2024-08-22","2025-07-31"
"148691985","6626.01","","3","3","3","1","4","4","133.3","249.5","125.34","127.4","3","0","0","PC","PC","6626.01","14.6186","1","qlp-s65-faintsearch","FAINT","231.025033","-39.909393","-17.699","-20.864","2460092.410385","1.2864856","1.328","119.754794","104433","14.0003","46.706","728","32","158.097","3172","4.79","0.45","","0.44167","65","found in faint-star QLP search","2023-08-15","2024-08-22","2025-07-31"
"160442729","6629.01","","3","3","3","1","4","4","19.2","76.8","67.15","37.8","1","0","0","PC","PC","6629.01","14.2251","1","qlp-s65-faintsearch","FAINT","223.135822","-38.861661","-10.765","-17.589","2460086.317717","4.3664669","2.004","29.435622","26747","9.52505","20.3906","592","11","233.304","3598","4.66","0.59","","0.583697","65","found in faint-star QLP search","2023-08-15","2024-08-22","2025-07-31"
"241525834","6641.01","","3","3","3","3","4","4","79","67.1","317","222.6","2","0","2","PC","PC","6641.01","14.85","1","qlp-s65-faintsearch","FAINT","206.54904","-53.357187","8.22","-11.375","2460092.673541","1.9647786","1.586","67.979947","60692","15.9566","39.1755","696","15","297.833","3314","4.62","0.64","","0.620886","65","found in faint-star QLP search","2023-08-15","2024-08-22","2025-07-31"
"418343229","6662.01","TIC 418343229.01","1","4","1","3","4","4","14.3","30.9","0.77","1.6","8","3","6","PC","PC","6662.01","10.8861","1","spoc-CTOIs","CTOI","84.856001","74.767411","9.908","-147.285","2458816.18615","0.29394933401345","0.54223589945934","0.810721","746.42318840998","0.93728521252023","363.43667926361","1113.594144027","24.188742","21.182","3359","4.89202","0.33188000321388","","0.313264","19,20,26,40,52,53,59,60","CTOI from Marco Montalto","2023-09-21","2023-09-21","2025-07-31"
"269849065","6708.01","","2","2","2","3","4","4","2.4","54.6","4.33","3.8","3","1","2","PC","PC","6708.01","12.8676","1","spoc-s01-s69-b0A-PC","SPOC","69.144564","-81.292943","78.376","161.635","2458326.156737","4.2290855642626","1.8943521998182","2.832502","2605.4308419895","1.9151980009513","8.8954950221531","440.46588781431","10.895087","49.5741","3264","4.90343","0.3207820057869","","0.300458","1,8,12,65,66,67,68","low SNR; flaring M dwarf host","2023-10-05","2024-12-05","2025-07-31"
"112115898","6716.01","","2","4","2","3","4","4","1.2","14.5","1.01","1.1","4","1","3","PC","PC","6716.01","11.7735","1","spoc-s01-s65-b02","SPOC","111.657082","-30.55218","-316.472","58.995","2458495.165624","4.7185690368124","1.1450785413747","1.885244","1734.867394723","1.0102425990362","4.6540316138232","374.60802936309","8.033537","18.8873","3190","5.01971","0.22665399312973","","0.196051","7,34,61","low SNR; flaring host; some transits close to flares","2023-10-05","2023-10-05","2025-07-31"
"34986694","6717.01","","2","4","2","3","4","4","16.7","125.6","4.1","10.2","8","1","2","PC","PC","6717.01","13.9087","1","spoc-s01-s65-b02","SPOC","164.325075","-4.674414","-145.923","-198.491","2459281.317965","0.47074758527012","0.50096066269224","5.508681","5060.833527717","1.8529069649726","105.06156618738","816.54611574305","7.977471","53.7293","3254","5.0301","0.21997299790382","","0.189135","36,45,62","low SNR; V-shaped; centroids centered near between target and TIC 902821804","2023-10-05","2023-10-05","2025-07-31"
"150320610","6725.01","","3","3","3","1","4","4","","","2.16","","1","0","0","PC","PC","6725.01","9.755","1","qlp-s68-ffi","QLP","95.61935","-63.697716","43","262","2460193.054335","2.1476974","1.669","0.14767","136","","","","11","51.9242","","","","","","2,3,5,6,7,8,9,10,12,13,27,28,29,30,32,33,35,36,37,38,39,61,62,63,64,65,66,67,68","no stellar radius; host is likely nearby late K dwarf; Rp likely < 2 Re based on transit depth","2023-10-18","2023-10-18","2023-10-27"
"349891396","6732.01","","3","3","3","1","4","4","82","148.8","98.14","83.6","2","0","0","PC","PC","6732.01","14.2548","1","qlp-s66-faintsearch","FAINT","274.39888","-53.01713","-19.232","-3.732","2460121.49861","1.3003394","1.341","42.42354","38320","12.0407","99.5651","880","22","234.672","3658","4.67","0.58","","0.569833","66","found in faint-star QLP search","2023-11-02","2024-08-22","2025-07-31"
"383313006","6758.01","","2","2","2","1","4","4","1.4","34.3","7.13","2.9","0","0","0","PC","PC","6758.01","11.7958","1","qlp-s66-faintsearch","FAINT","186.289501","-86.887548","-12.628","-2.098","2460099.197812","12.6136992","2.533","2.360784","2172","2.58082","6.2521","440","9","72.9383","3719","4.69","0.56","","0.551423","13,38,65,66","found in faint-star QLP search","2023-11-02","2024-08-22","2025-07-31"
"344552721","6776.01","TIC 344552721.01","3","4","3","1","4","4","52","129.5","78.8","60.1","3","0","0","PC","PC","6776.01","14.1345","1","qlp-s67-faintsearch","FAINT","321.814728","-68.739364","10.073","-26.663","2460150.311774","1.9519092","1.056","34.65341","31413","10.4769","26.7043","633","16","198.552","3498","4.69","0.55","","0.548582","67","found in faint-star QLP search","2023-11-02","2024-08-22","2025-07-31"
"291013124","6783.01","","3","3","3","3","4","4","28","159.3","116.36","75.3","0","0","2","PC","PC","6783.01","14.5979","1","qlp-s67-faintsearch","FAINT","309.345795","-38.723632","-115.101","-36.98","2460143.626198","6.0368213","1.984","124.52736","108361","13.3128","6.47065","444","25","161.561","3445","4.82","0.41","","0.401108","67","found in faint-star QLP search","2023-11-02","2024-08-22","2025-07-31"
"29821723","6809.01","TIC 29821723.01","3","4","3","1","4","4","33.4","88.8","84.5","54.6","1","0","0","PC","PC","6809.01","14.3972","1","qlp-s68-faintsearch","FAINT","316.174214","-26.507097","7.848","-43.447","2460177.250009","2.6855972","1.744","34.195039","31004","11.0734","49.8683","740","16","295.344","3822","4.64","0.62","","0.600399","68","found in faint-star QLP search","2023-11-02","2024-08-22","2025-07-31"
"261679541","6822.01","","3","4","3","1","4","4","30.8","88","78.08","50.7","2","0","0","PC","PC","6822.01","14.3703","1","qlp-s68-faintsearch","FAINT","21.823385","-77.941125","3.606","12.275","2460176.063659","2.7492112","1.866","29.0642","26414","10.486","51.9039","747","22","282.982","3794","4.65","0.6","","0.588334","66,67,68","found in faint-star QLP search","2023-11-02","2024-08-22","2025-07-31"
"311086350","6844.01","TIC 311086350.01","3","3","3","3","4","4","16.4","60.6","56.29","31.4","0","0","2","PC","PC","6844.01","14.1277","1","spoc-s70-b02","SPOC","352.232735","-14.210227","-14.744","-42.784","2460209.334584","3.8068712326332","2.2690910526972","19.609518","17898.910315429","8.6543460890306","52.894194083682","687.81517090417","12.498632","293.966","3913","4.6113","0.64792102575302","","0.625566","70","","2023-12-07","2023-12-07","2025-07-31"
"230982415","6848.01","TIC 230982415.01","3","3","3","1","4","4","27.6","129.2","114.52","54.8","0","0","0","PC","PC","6848.01","13.6193","1","qlp-s69-faintsearch","FAINT","24.418283","-54.80939","34.281","-19.586","2460199.33583","7.5954765","2.533","50.088212","45085","13.1172","11.0748","508","39","181.602","3768","4.68","0.57","","0.563806","69","found in faint-star QLP search","2023-12-12","2024-08-22","2025-07-31"
"281596890","6857.01","","3","3","3","1","4","4","2.6","51.5","26.73","15.4","1","0","0","PC","PC","6857.01","14.504","1","qlp-s69-faintsearch","FAINT","8.810668","-55.889296","-16.689","0.367","2460195.35678","10.0512067","1.763","24.404899","22227","5.57868","2.59874","353","12","145.095","3428","4.84","0.38","","0.369115","68,69","found in faint-star QLP search","2023-12-12","2024-08-22","2025-07-31"
